,predicted
8596,17
8597,8
8598,12
8599,1
8600,8
8601,12
8602,9
8603,19
8604,8
8605,12
8606,10
8607,9
8608,8
8609,1
8610,1
8611,19
8612,12
8613,17
8614,1
8615,0
8616,12
8617,17
8618,11
8619,18
8620,1
8621,9
8622,10
8623,18
8624,3
8625,12
8626,0
8627,13
8628,8
8629,9
8630,19
8631,0
8632,11
8633,8
8634,1
8635,2
8636,12
8637,0
8638,1
8639,0
8640,18
8641,17
8642,13
8643,0
8644,0
8645,0
8646,0
8647,13
8648,8
8649,16
8650,1
8651,10
8652,1
8653,10
8654,12
8655,1
8656,1
8657,12
8658,2
8659,19
8660,10
8661,12
8662,10
8663,1
8664,0
8665,10
8666,10
8667,8
8668,2
8669,13
8670,11
8671,13
8672,1
8673,1
8674,1
8675,12
8676,1
8677,0
8678,18
8679,12
8680,2
8681,12
8682,0
8683,12
8684,13
8685,11
8686,16
8687,1
8688,13
8689,13
8690,8
8691,19
8692,12
8693,13
8694,17
8695,2
8696,17
8697,19
8698,13
8699,10
8700,19
8701,7
8702,17
8703,12
8704,1
8705,19
8706,10
8707,17
8708,17
8709,1
8710,1
8711,9
8712,12
8713,11
8714,13
8715,2
8716,10
8717,9
8718,0
8719,18
8720,2
8721,0
8722,18
8723,9
8724,6
8725,10
8726,1
8727,12
8728,13
8729,0
8730,17
8731,0
8732,6
8733,11
8734,19
8735,18
8736,12
8737,12
8738,10
8739,1
8740,13
8741,0
8742,1
8743,10
8744,10
8745,10
8746,17
8747,12
8748,0
8749,11
8750,0
8751,8
8752,11
8753,5
8754,1
8755,9
8756,10
8757,10
8758,10
8759,3
8760,0
8761,1
8762,1
8763,1
8764,13
8765,5
8766,12
8767,12
8768,0
8769,2
8770,10
8771,13
8772,1
8773,19
8774,10
8775,8
8776,17
8777,2
8778,11
8779,13
8780,0
8781,17
8782,17
8783,10
8784,13
8785,11
8786,1
8787,0
8788,17
8789,1
8790,13
8791,1
8792,19
8793,17
8794,19
8795,17
8796,12
8797,1
8798,12
8799,18
8800,1
8801,17
8802,2
8803,1
8804,0
8805,11
8806,19
8807,2
8808,1
8809,10
8810,11
8811,0
8812,18
8813,0
8814,1
8815,1
8816,0
8817,10
8818,10
8819,12
8820,0
8821,10
8822,0
8823,12
8824,13
8825,12
8826,10
8827,12
8828,13
8829,8
8830,2
8831,11
8832,1
8833,8
8834,12
8835,1
8836,2
8837,2
8838,1
8839,17
8840,10
8841,1
8842,10
8843,10
8844,2
8845,8
8846,17
8847,11
8848,13
8849,8
8850,17
8851,10
8852,19
8853,1
8854,19
8855,13
8856,0
8857,18
8858,2
8859,2
8860,1
8861,0
8862,0
8863,2
8864,10
8865,16
8866,2
8867,10
8868,11
8869,10
8870,11
8871,0
8872,2
8873,0
8874,13
8875,10
8876,11
8877,0
8878,8
8879,12
8880,19
8881,0
8882,12
8883,10
8884,19
8885,13
8886,0
8887,12
8888,16
8889,9
8890,0
8891,12
8892,19
8893,1
8894,12
8895,1
8896,19
8897,19
8898,1
8899,0
8900,7
8901,1
8902,12
8903,0
8904,16
8905,18
8906,8
8907,8
8908,2
8909,13
8910,10
8911,10
8912,12
8913,4
8914,2
8915,8
8916,0
8917,19
8918,11
8919,10
8920,19
8921,12
8922,0
8923,0
8924,0
8925,0
8926,10
8927,1
8928,19
8929,2
8930,17
8931,13
8932,6
8933,0
8934,14
8935,13
8936,1
8937,17
8938,13
8939,8
8940,17
8941,10
8942,11
8943,17
8944,12
8945,0
8946,13
8947,1
8948,1
8949,1
8950,19
8951,1
8952,12
8953,10
8954,1
8955,9
8956,12
8957,2
8958,17
8959,12
8960,0
8961,0
8962,9
8963,17
8964,2
8965,12
8966,5
8967,0
8968,0
8969,7
8970,1
8971,1
8972,12
8973,2
8974,0
8975,10
8976,19
8977,10
8978,12
8979,10
8980,0
8981,12
8982,2
8983,1
8984,1
8985,1
8986,1
8987,13
8988,14
8989,1
8990,13
8991,8
8992,10
8993,1
8994,0
8995,11
8996,13
8997,13
8998,0
8999,19
9000,2
9001,12
9002,0
9003,11
9004,1
9005,2
9006,1
9007,0
9008,2
9009,17
9010,10
9011,10
9012,1
9013,10
9014,17
9015,13
9016,1
9017,1
9018,0
9019,12
9020,0
9021,10
9022,10
9023,3
9024,1
9025,1
9026,8
9027,13
9028,11
9029,2
9030,17
9031,1
9032,12
9033,13
9034,1
9035,11
9036,0
9037,2
9038,13
9039,13
9040,5
9041,12
9042,1
9043,1
9044,10
9045,10
9046,12
9047,16
9048,13
9049,1
9050,1
9051,0
9052,9
9053,17
9054,12
9055,0
9056,1
9057,0
9058,0
9059,0
9060,1
9061,0
9062,11
9063,10
9064,1
9065,12
9066,12
9067,0
9068,10
9069,10
9070,10
9071,12
9072,13
9073,17
9074,9
9075,13
9076,10
9077,13
9078,1
9079,2
9080,18
9081,8
9082,12
9083,13
9084,12
9085,6
9086,12
9087,0
9088,12
9089,10
9090,0
9091,1
9092,2
9093,13
9094,0
9095,1
9096,12
9097,1
9098,0
9099,0
9100,12
9101,13
9102,17
9103,1
9104,10
9105,1
9106,1
9107,9
9108,1
9109,0
9110,1
9111,10
9112,13
9113,10
9114,1
9115,12
9116,2
9117,11
9118,10
9119,7
9120,13
9121,10
9122,1
9123,0
9124,2
9125,2
9126,2
9127,17
9128,0
9129,1
9130,10
9131,1
9132,18
9133,1
9134,13
9135,1
9136,1
9137,19
9138,0
9139,1
9140,8
9141,2
9142,17
9143,10
9144,1
9145,1
9146,13
9147,12
9148,17
9149,14
9150,10
9151,19
9152,12
9153,12
9154,0
9155,13
9156,5
9157,0
9158,0
9159,12
9160,12
9161,11
9162,17
9163,0
9164,18
9165,0
9166,13
9167,11
9168,9
9169,1
9170,19
9171,13
9172,15
9173,10
9174,1
9175,8
9176,18
9177,1
9178,12
9179,0
9180,19
9181,1
9182,8
9183,0
9184,17
9185,11
9186,12
9187,12
9188,0
9189,17
9190,7
9191,17
9192,13
9193,0
9194,6
9195,6
9196,1
9197,1
9198,12
9199,19
9200,10
9201,13
9202,1
9203,12
9204,19
9205,0
9206,10
9207,1
9208,1
9209,9
9210,12
9211,1
9212,0
9213,13
9214,9
9215,17
9216,10
9217,8
9218,12
9219,10
9220,11
9221,17
9222,12
9223,10
9224,0
9225,13
9226,0
9227,8
9228,9
9229,17
9230,8
9231,17
9232,0
9233,11
9234,8
9235,5
9236,2
9237,13
9238,1
9239,1
9240,1
9241,2
9242,5
9243,2
9244,0
9245,1
9246,12
9247,18
9248,17
9249,8
9250,9
9251,0
9252,8
9253,17
9254,12
9255,4
9256,19
9257,14
9258,11
9259,8
9260,12
9261,19
9262,19
9263,10
9264,0
9265,12
9266,8
9267,0
9268,0
9269,10
9270,13
9271,0
9272,10
9273,1
9274,9
9275,10
9276,19
9277,9
9278,18
9279,10
9280,11
9281,13
9282,13
9283,9
9284,9
9285,1
9286,13
9287,0
9288,10
9289,12
9290,2
9291,10
9292,18
9293,6
9294,13
9295,1
9296,17
9297,1
9298,10
9299,17
9300,1
9301,10
9302,19
9303,18
9304,0
9305,1
9306,19
9307,9
9308,10
9309,8
9310,7
9311,17
9312,3
9313,1
9314,12
9315,1
9316,9
9317,10
9318,12
9319,7
9320,11
9321,0
9322,1
9323,2
9324,19
9325,14
9326,0
9327,13
9328,11
9329,10
9330,19
9331,6
9332,12
9333,11
9334,12
9335,3
9336,10
9337,11
9338,0
9339,17
9340,12
9341,19
9342,9
9343,19
9344,13
9345,0
9346,2
9347,7
9348,17
9349,18
9350,1
9351,10
9352,13
9353,11
9354,10
9355,10
9356,1
9357,0
9358,1
9359,8
9360,12
9361,9
9362,19
9363,19
9364,5
9365,12
9366,2
9367,1
9368,8
9369,10
9370,1
9371,12
9372,18
9373,3
9374,12
9375,13
9376,1
9377,1
9378,2
9379,1
9380,10
9381,12
9382,13
9383,17
9384,19
9385,12
9386,1
9387,17
9388,19
9389,12
9390,9
9391,13
9392,1
9393,0
9394,10
9395,1
9396,8
9397,10
9398,1
9399,0
9400,12
9401,12
9402,1
9403,3
9404,10
9405,0
9406,0
9407,0
9408,8
9409,0
9410,12
9411,17
9412,13
9413,0
9414,2
9415,17
9416,10
9417,13
9418,8
9419,1
9420,13
9421,0
9422,0
9423,17
9424,8
9425,0
9426,4
9427,13
9428,0
9429,2
9430,8
9431,10
9432,1
9433,13
9434,13
9435,0
9436,17
9437,11
9438,0
9439,1
9440,12
9441,8
9442,0
9443,2
9444,13
9445,0
9446,19
9447,11
9448,5
9449,13
9450,13
9451,5
9452,1
9453,1
9454,1
9455,3
9456,10
9457,0
9458,12
9459,9
9460,13
9461,0
9462,10
9463,8
9464,0
9465,19
9466,18
9467,1
9468,0
9469,7
9470,5
9471,10
9472,17
9473,1
9474,13
9475,2
9476,9
9477,12
9478,0
9479,2
9480,11
9481,3
9482,5
9483,17
9484,17
9485,8
9486,0
9487,10
9488,1
9489,17
9490,8
9491,8
9492,11
9493,8
9494,1
9495,1
9496,13
9497,11
9498,2
9499,2
9500,19
9501,10
9502,19
9503,12
9504,1
9505,19
9506,11
9507,0
9508,8
9509,2
9510,8
9511,12
9512,0
9513,10
9514,0
9515,12
9516,1
9517,8
9518,12
9519,11
9520,13
9521,2
9522,0
9523,3
9524,10
9525,1
9526,10
9527,19
9528,0
9529,8
9530,1
9531,17
9532,10
9533,17
9534,1
9535,10
9536,19
9537,10
9538,10
9539,19
9540,17
9541,1
9542,13
9543,0
9544,1
9545,12
9546,8
9547,13
9548,12
9549,8
9550,10
9551,18
9552,17
9553,8
9554,1
9555,0
9556,0
9557,9
9558,12
9559,12
9560,12
9561,8
9562,17
9563,8
9564,1
9565,0
9566,10
9567,18
9568,13
9569,5
9570,1
9571,10
9572,5
9573,19
9574,12
9575,1
9576,9
9577,12
9578,17
9579,1
9580,9
9581,12
9582,13
9583,0
9584,2
9585,13
9586,1
9587,0
9588,0
9589,17
9590,10
9591,12
9592,1
9593,3
9594,0
9595,17
9596,12
9597,0
9598,0
9599,1
9600,0
9601,12
9602,0
9603,6
9604,9
9605,19
9606,8
9607,1
9608,13
9609,0
9610,17
9611,9
9612,9
9613,12
9614,10
9615,0
9616,12
9617,1
9618,18
9619,2
9620,0
9621,1
9622,2
9623,5
9624,0
9625,9
9626,11
9627,13
9628,0
9629,19
9630,9
9631,0
9632,17
9633,11
9634,12
9635,0
9636,0
9637,18
9638,19
9639,17
9640,13
9641,1
9642,9
9643,8
9644,19
9645,9
9646,18
9647,0
9648,18
9649,12
9650,8
9651,19
9652,10
9653,18
9654,10
9655,1
9656,1
9657,13
9658,9
9659,11
9660,1
9661,0
9662,13
9663,11
9664,1
9665,17
9666,8
9667,13
9668,1
9669,0
9670,1
9671,17
9672,13
9673,10
9674,2
9675,0
9676,0
9677,1
9678,1
9679,12
9680,13
9681,1
9682,12
9683,2
9684,9
9685,2
9686,10
9687,0
9688,0
9689,13
9690,5
9691,17
9692,10
9693,19
9694,12
9695,1
9696,12
9697,17
9698,10
9699,1
9700,19
9701,11
9702,11
9703,11
9704,1
9705,0
9706,19
9707,2
9708,13
9709,8
9710,10
9711,10
9712,12
9713,1
9714,1
9715,1
9716,5
9717,1
9718,0
9719,13
9720,1
9721,1
9722,8
9723,18
9724,19
9725,9
9726,12
9727,1
9728,13
9729,13
9730,9
9731,1
9732,10
9733,19
9734,1
9735,10
9736,9
9737,10
9738,8
9739,10
9740,9
9741,2
9742,1
9743,0
9744,10
9745,18
9746,10
9747,0
9748,2
9749,12
9750,12
9751,0
9752,18
9753,8
9754,3
9755,0
9756,0
9757,18
9758,11
9759,1
9760,1
9761,1
9762,8
9763,12
9764,0
9765,0
9766,1
9767,6
9768,0
9769,1
9770,0
9771,10
9772,9
9773,13
9774,13
9775,2
9776,13
9777,10
9778,12
9779,12
9780,1
9781,0
9782,2
9783,11
9784,10
9785,9
9786,0
9787,0
9788,1
9789,2
9790,1
9791,2
9792,13
9793,1
9794,2
9795,0
9796,10
9797,1
9798,0
9799,2
9800,1
9801,8
9802,15
9803,0
9804,10
9805,1
9806,10
9807,2
9808,10
9809,13
9810,16
9811,1
9812,13
9813,12
9814,1
9815,2
9816,1
9817,0
9818,18
9819,0
9820,1
9821,11
9822,12
9823,11
9824,0
9825,10
9826,17
9827,1
9828,1
9829,2
9830,1
9831,0
9832,10
9833,17
9834,17
9835,1
9836,0
9837,1
9838,1
9839,1
9840,17
9841,12
9842,12
9843,13
9844,5
9845,10
9846,10
9847,9
9848,18
9849,1
9850,2
9851,1
9852,1
9853,1
9854,17
9855,13
9856,11
9857,1
9858,19
9859,12
9860,1
9861,0
9862,9
9863,2
9864,1
9865,1
9866,0
9867,13
9868,1
9869,1
9870,12
9871,12
9872,10
9873,2
9874,10
9875,0
9876,1
9877,1
9878,17
9879,1
9880,12
9881,0
9882,12
9883,0
9884,12
9885,13
9886,8
9887,9
9888,19
9889,8
9890,10
9891,8
9892,1
9893,10
9894,12
9895,9
9896,2
9897,9
9898,17
9899,13
9900,9
9901,1
9902,1
9903,2
9904,1
9905,9
9906,0
9907,18
9908,10
9909,13
9910,1
9911,13
9912,10
9913,10
9914,1
9915,15
9916,1
9917,0
9918,0
9919,0
9920,12
9921,8
9922,1
9923,10
9924,10
9925,1
9926,11
9927,11
9928,10
9929,1
9930,10
9931,14
9932,10
9933,13
9934,0
9935,0
9936,11
9937,5
9938,11
9939,1
9940,17
9941,1
9942,0
9943,17
9944,2
9945,1
9946,15
9947,2
9948,10
9949,12
9950,2
9951,9
9952,10
9953,1
9954,3
9955,1
9956,1
9957,19
9958,6
9959,1
9960,12
9961,2
9962,10
9963,12
9964,1
9965,1
9966,12
9967,10
9968,19
9969,10
9970,18
9971,11
9972,13
9973,12
9974,1
9975,10
9976,1
9977,9
9978,8
9979,1
9980,13
9981,19
9982,0
9983,8
9984,13
9985,0
9986,11
9987,17
9988,2
9989,11
9990,1
9991,9
9992,17
9993,18
9994,0
9995,13
9996,12
9997,10
9998,1
9999,17
10000,0
10001,12
10002,13
10003,11
10004,1
10005,10
10006,2
10007,11
10008,11
10009,17
10010,1
10011,11
10012,17
10013,11
10014,13
10015,0
10016,12
10017,12
10018,1
10019,1
10020,12
10021,8
10022,1
10023,2
10024,1
10025,10
10026,8
10027,13
10028,10
10029,2
10030,19
10031,13
10032,17
10033,19
10034,10
10035,9
10036,16
10037,1
10038,1
10039,10
10040,19
10041,0
10042,19
10043,0
10044,8
10045,1
10046,17
10047,8
10048,12
10049,12
10050,19
10051,12
10052,10
10053,9
10054,12
10055,13
10056,19
10057,1
10058,10
10059,19
10060,11
10061,8
10062,14
10063,17
10064,0
10065,17
10066,19
10067,18
10068,10
10069,1
10070,1
10071,9
10072,17
10073,11
10074,0
10075,11
10076,0
10077,11
10078,17
10079,10
10080,0
10081,13
10082,13
10083,0
10084,9
10085,1
10086,2
10087,1
10088,0
10089,1
10090,1
10091,8
10092,1
10093,10
10094,18
10095,5
10096,13
10097,10
10098,1
10099,0
10100,2
10101,18
10102,1
10103,17
10104,2
10105,12
10106,11
10107,11
10108,8
10109,8
10110,13
10111,0
10112,9
10113,10
10114,13
10115,18
10116,2
10117,0
10118,12
10119,13
10120,9
10121,17
10122,1
10123,1
10124,12
10125,9
10126,0
10127,1
10128,10
10129,0
10130,8
10131,0
10132,11
10133,17
10134,13
10135,10
10136,18
10137,0
10138,12
10139,1
10140,13
10141,10
10142,0
10143,0
10144,2
10145,12
10146,13
10147,19
10148,11
10149,13
10150,2
10151,13
10152,0
10153,19
10154,0
10155,0
10156,8
10157,6
10158,9
10159,9
10160,10
10161,2
10162,1
10163,10
10164,13
10165,9
10166,13
10167,0
10168,2
10169,2
10170,13
10171,13
10172,8
10173,9
10174,12
10175,13
10176,13
10177,1
10178,10
10179,0
10180,0
10181,11
10182,2
10183,0
10184,0
10185,0
10186,17
10187,8
10188,2
10189,10
10190,10
10191,13
10192,1
10193,3
10194,0
10195,10
10196,18
10197,12
10198,12
10199,13
10200,0
10201,10
10202,10
10203,9
10204,5
10205,10
10206,9
10207,10
10208,10
10209,13
10210,12
10211,12
10212,9
10213,10
10214,10
10215,8
10216,10
10217,18
10218,12
10219,10
10220,12
10221,0
10222,3
10223,11
10224,9
10225,1
10226,0
10227,1
10228,13
10229,1
10230,0
10231,12
10232,0
10233,10
10234,11
10235,10
10236,1
10237,0
10238,12
10239,12
10240,12
10241,0
10242,16
10243,17
10244,5
10245,10
10246,2
10247,11
10248,12
10249,1
10250,10
10251,1
10252,12
10253,1
10254,12
10255,19
10256,0
10257,1
10258,13
10259,9
10260,12
10261,11
10262,1
10263,10
10264,1
10265,19
10266,14
10267,11
10268,2
10269,10
10270,10
10271,12
10272,12
10273,1
10274,10
10275,1
10276,12
10277,10
10278,17
10279,2
10280,8
10281,3
10282,10
10283,12
10284,8
10285,17
10286,1
10287,13
10288,0
10289,1
10290,12
10291,18
10292,13
10293,1
10294,19
10295,10
10296,19
10297,10
10298,19
10299,17
10300,10
10301,10
10302,10
10303,1
10304,2
10305,6
10306,9
10307,0
10308,17
10309,10
10310,12
10311,0
10312,11
10313,0
10314,17
10315,17
10316,12
10317,19
10318,12
10319,1
10320,10
10321,1
10322,11
10323,0
10324,10
10325,0
10326,10
10327,1
10328,12
10329,2
10330,9
10331,10
10332,1
10333,0
10334,0
10335,0
10336,12
10337,2
10338,0
10339,0
10340,1
10341,8
10342,12
10343,1
10344,11
10345,0
10346,0
10347,6
10348,18
10349,17
10350,19
10351,10
10352,12
10353,17
10354,13
10355,8
10356,12
10357,19
10358,1
10359,2
10360,1
10361,12
10362,5
10363,8
10364,17
10365,0
10366,8
10367,1
10368,12
10369,10
10370,17
10371,8
10372,17
10373,0
10374,10
10375,11
10376,12
10377,1
10378,9
10379,3
10380,12
10381,5
10382,17
10383,12
10384,0
10385,2
10386,12
10387,10
10388,17
10389,2
10390,13
10391,1
10392,17
10393,8
10394,17
10395,0
10396,12
10397,12
10398,9
10399,11
10400,12
10401,12
10402,1
10403,8
10404,3
10405,17
10406,18
10407,2
10408,2
10409,13
10410,8
10411,12
10412,0
10413,16
10414,8
10415,1
10416,0
10417,1
10418,0
10419,1
10420,1
10421,1
10422,12
10423,9
10424,0
10425,1
10426,10
10427,0
10428,0
10429,12
10430,0
10431,18
10432,17
10433,1
10434,8
10435,0
10436,9
10437,13
10438,2
10439,11
10440,15
10441,9
10442,13
10443,4
10444,10
10445,17
10446,9
10447,8
10448,10
10449,9
10450,7
10451,10
10452,10
10453,3
10454,9
10455,1
10456,16
10457,12
10458,0
10459,0
10460,1
10461,3
10462,1
10463,0
10464,13
10465,2
10466,1
10467,12
10468,9
10469,8
10470,19
10471,10
10472,10
10473,12
10474,1
10475,1
10476,11
10477,11
10478,17
10479,10
10480,0
10481,10
10482,10
10483,1
10484,5
10485,1
10486,0
10487,1
10488,8
10489,13
10490,3
10491,0
10492,12
10493,0
10494,19
10495,1
10496,0
10497,0
10498,3
10499,1
10500,14
10501,12
10502,3
10503,17
10504,10
10505,0
10506,12
10507,13
10508,8
10509,8
10510,0
10511,13
10512,17
10513,1
10514,0
10515,12
10516,0
10517,10
10518,10
10519,12
10520,0
10521,1
10522,13
10523,9
10524,12
10525,1
10526,9
10527,8
10528,8
10529,19
10530,19
10531,1
10532,5
10533,10
10534,17
10535,8
10536,3
10537,5
10538,10
10539,12
10540,19
10541,9
10542,0
10543,19
10544,9
10545,14
10546,18
10547,9
10548,0
10549,9
10550,13
10551,0
10552,8
10553,19
10554,2
10555,10
10556,13
10557,9
10558,0
10559,13
10560,7
10561,1
10562,10
10563,10
10564,2
10565,1
10566,17
10567,10
10568,1
10569,18
10570,0
10571,8
10572,0
10573,10
10574,1
10575,13
10576,17
10577,8
10578,17
10579,1
10580,0
10581,13
10582,10
10583,0
10584,18
10585,2
10586,0
10587,0
10588,13
10589,8
10590,8
10591,1
10592,17
10593,17
10594,19
10595,9
10596,18
10597,8
10598,17
10599,18
10600,1
10601,13
10602,8
10603,1
10604,10
10605,12
10606,12
10607,12
10608,3
10609,14
10610,13
10611,0
10612,0
10613,1
10614,1
10615,10
10616,9
10617,0
10618,9
10619,5
10620,8
10621,12
10622,13
10623,3
10624,2
10625,1
10626,9
10627,19
10628,12
10629,0
10630,1
10631,1
10632,1
10633,3
10634,12
10635,0
10636,9
10637,0
10638,0
10639,1
10640,1
10641,0
10642,17
10643,8
10644,10
10645,5
10646,2
10647,11
10648,19
10649,0
10650,13
10651,1
10652,11
10653,2
10654,13
10655,17
10656,13
10657,14
10658,0
10659,8
10660,10
10661,12
10662,8
10663,9
10664,0
10665,2
10666,17
10667,10
10668,19
10669,16
10670,12
10671,12
10672,1
10673,2
10674,10
10675,1
10676,10
10677,3
10678,1
10679,13
10680,9
10681,18
10682,13
10683,19
10684,13
10685,15
10686,10
10687,13
10688,17
10689,1
10690,12
10691,6
10692,0
10693,11
10694,1
10695,13
10696,12
10697,10
10698,12
10699,2
10700,12
10701,0
10702,9
10703,12
10704,9
10705,13
10706,12
10707,0
10708,8
10709,10
10710,2
10711,12
10712,17
10713,19
10714,0
10715,0
10716,0
10717,1
10718,11
10719,1
10720,12
10721,0
10722,11
10723,8
10724,0
10725,0
10726,12
10727,13
10728,9
10729,0
10730,13
10731,0
10732,1
10733,1
10734,2
10735,1
10736,10
10737,0
10738,17
10739,12
10740,10
10741,8
10742,10
10743,0
10744,9
10745,17
10746,13
10747,1
10748,8
10749,9
10750,1
10751,0
10752,3
10753,12
10754,13
10755,1
10756,19
10757,10
10758,10
10759,13
10760,19
10761,0
10762,1
10763,10
10764,17
10765,11
10766,0
10767,13
10768,2
10769,1
10770,2
10771,11
10772,10
10773,12
10774,0
10775,12
10776,6
10777,1
10778,0
10779,0
10780,8
10781,1
10782,12
10783,0
10784,12
10785,9
10786,0
10787,19
10788,11
10789,2
10790,2
10791,1
10792,10
10793,10
10794,17
10795,1
10796,9
10797,19
10798,1
10799,8
10800,12
10801,13
10802,13
10803,0
10804,12
10805,17
10806,11
10807,0
10808,12
10809,9
10810,8
10811,12
10812,12
10813,11
10814,10
10815,0
10816,0
10817,1
10818,1
10819,1
10820,16
10821,18
10822,18
10823,1
10824,13
10825,1
10826,12
10827,8
10828,17
10829,12
10830,12
10831,13
10832,10
10833,9
10834,12
10835,1
10836,12
10837,17
10838,7
10839,1
10840,12
10841,9
10842,0
10843,19
10844,2
10845,8
10846,1
10847,13
10848,0
10849,1
10850,2
10851,1
10852,8
10853,0
10854,1
10855,0
10856,8
10857,0
10858,0
10859,1
10860,13
10861,12
10862,1
10863,11
10864,0
10865,2
10866,11
10867,1
10868,1
10869,13
10870,1
10871,10
10872,2
10873,11
10874,0
10875,2
10876,17
10877,2
10878,2
10879,17
10880,8
10881,0
10882,17
10883,1
10884,10
10885,3
10886,12
10887,12
10888,10
10889,2
10890,8
10891,1
10892,3
10893,17
10894,7
10895,10
10896,13
10897,12
10898,10
10899,3
10900,0
10901,0
10902,10
10903,10
10904,1
10905,18
10906,17
10907,18
10908,10
10909,17
10910,8
10911,13
10912,10
10913,7
10914,1
10915,1
10916,10
10917,12
10918,2
10919,1
10920,17
10921,0
10922,2
10923,0
10924,1
10925,8
10926,13
10927,8
10928,1
10929,1
10930,17
10931,9
10932,12
10933,1
10934,1
10935,13
10936,10
10937,13
10938,12
10939,2
10940,0
10941,11
10942,9
10943,19
10944,1
10945,13
10946,9
10947,10
10948,0
10949,1
10950,8
10951,2
10952,2
10953,17
10954,11
10955,9
10956,13
10957,4
10958,0
10959,1
10960,1
10961,16
10962,12
10963,0
10964,9
10965,11
10966,2
10967,10
10968,2
10969,18
10970,12
10971,1
10972,12
10973,19
10974,13
10975,19
10976,4
10977,12
10978,17
10979,17
10980,1
10981,13
10982,12
10983,13
10984,12
10985,9
10986,17
10987,19
10988,7
10989,12
10990,2
10991,1
10992,1
10993,10
10994,12
10995,11
10996,17
10997,19
10998,1
10999,10
11000,11
11001,12
11002,0
11003,2
11004,7
11005,11
11006,8
11007,0
11008,1
11009,11
11010,1
11011,12
11012,0
11013,17
11014,17
11015,2
11016,0
11017,12
11018,17
11019,1
11020,18
11021,11
11022,1
11023,9
11024,0
11025,12
11026,0
11027,4
11028,10
11029,12
11030,0
11031,10
11032,13
11033,0
11034,0
11035,1
11036,1
11037,0
11038,13
11039,9
11040,6
11041,12
11042,2
11043,12
11044,8
11045,13
11046,0
11047,12
11048,1
11049,0
11050,10
11051,12
11052,0
11053,12
11054,0
11055,0
11056,13
11057,13
11058,10
11059,12
11060,1
11061,10
11062,0
11063,17
11064,0
11065,0
11066,10
11067,2
11068,10
11069,9
11070,6
11071,0
11072,10
11073,0
11074,1
11075,10
11076,5
11077,13
11078,3
11079,8
11080,17
11081,12
11082,2
11083,3
11084,11
11085,2
11086,0
11087,2
11088,13
11089,7
11090,9
11091,0
11092,19
11093,0
11094,13
11095,14
11096,11
11097,4
11098,1
11099,13
11100,13
11101,17
11102,16
11103,17
11104,0
11105,2
11106,0
11107,0
11108,8
11109,13
11110,1
11111,14
11112,2
11113,8
11114,0
11115,13
11116,0
11117,16
11118,1
11119,2
11120,1
11121,19
11122,10
11123,13
11124,1
11125,1
11126,12
11127,12
11128,1
11129,11
11130,13
11131,5
11132,11
11133,0
11134,10
11135,13
11136,17
11137,10
11138,19
11139,1
11140,1
11141,19
11142,0
11143,10
11144,9
11145,19
11146,0
11147,12
11148,17
11149,19
11150,2
11151,1
11152,0
11153,1
11154,12
11155,13
11156,13
11157,10
11158,7
11159,0
11160,12
11161,19
11162,8
11163,8
11164,0
11165,12
11166,12
11167,10
11168,0
11169,0
11170,1
11171,19
11172,12
11173,11
11174,1
11175,19
11176,7
11177,0
11178,2
11179,10
11180,19
11181,8
11182,10
11183,2
11184,10
11185,0
11186,2
11187,12
11188,17
11189,13
11190,17
11191,18
11192,1
11193,11
11194,1
11195,13
11196,11
11197,12
11198,12
11199,0
11200,12
11201,12
11202,1
11203,1
11204,13
11205,9
11206,19
11207,19
11208,10
11209,0
11210,0
11211,1
11212,1
11213,13
11214,18
11215,18
11216,19
11217,2
11218,10
11219,12
11220,12
11221,1
11222,12
11223,2
11224,6
11225,10
11226,11
11227,0
11228,0
11229,10
11230,17
11231,17
11232,1
11233,1
11234,12
11235,1
11236,1
11237,0
11238,9
11239,11
11240,12
11241,14
11242,1
11243,2
11244,12
11245,12
11246,0
11247,10
11248,9
11249,2
11250,13
11251,8
11252,12
11253,12
11254,11
11255,3
11256,0
11257,17
11258,13
11259,10
11260,1
11261,1
11262,17
11263,8
11264,0
11265,12
11266,12
11267,13
11268,16
11269,18
11270,13
11271,2
11272,8
11273,0
11274,5
11275,0
11276,0
11277,11
11278,12
11279,1
11280,13
11281,13
11282,0
11283,19
11284,1
11285,1
11286,12
11287,1
11288,17
11289,11
11290,10
11291,10
11292,1
11293,1
11294,14
11295,8
11296,19
11297,12
11298,19
11299,0
11300,8
11301,9
11302,9
11303,1
11304,19
11305,0
11306,8
11307,8
11308,13
11309,10
11310,13
11311,9
11312,13
11313,0
11314,12
11315,2
11316,18
11317,0
11318,0
11319,12
11320,0
11321,1
11322,12
11323,0
11324,9
11325,1
11326,2
11327,1
11328,13
11329,17
11330,1
11331,2
11332,12
11333,5
11334,1
11335,1
11336,1
11337,0
11338,9
11339,2
11340,13
11341,8
11342,13
11343,10
11344,13
11345,10
11346,1
11347,12
11348,1
11349,10
11350,8
11351,12
11352,13
11353,9
11354,10
11355,19
11356,0
11357,1
11358,0
11359,13
11360,7
11361,13
11362,10
11363,0
11364,10
11365,11
11366,12
11367,11
11368,1
11369,13
11370,0
11371,17
11372,9
11373,9
11374,19
11375,9
11376,19
11377,9
11378,10
11379,2
11380,0
11381,12
11382,1
11383,9
11384,1
11385,1
11386,0
11387,5
11388,9
11389,15
11390,10
11391,1
11392,17
11393,11
11394,1
